Date,Time,CO(GT),NO2(GT),AQI_Friction
06/04/2004,19.00.00,3.3,126.0,129.0
06/04/2004,20.00.00,3.2,126.0,127.0
06/04/2004,21.00.00,1.8,90.0,81.0
06/04/2004,22.00.00,1.3,81.0,66.5
06/04/2004,23.00.00,1.1,74.0,59.0
07/04/2004,00.00.00,0.9,67.0,51.5
07/04/2004,01.00.00,0.7,46.0,37.0
07/04/2004,02.00.00,0.4,30.0,23.0
07/04/2004,04.00.00,0.3,19.0,15.5
07/04/2004,05.00.00,0.3,32.0,22.0
07/04/2004,06.00.00,0.8,61.0,46.5
07/04/2004,07.00.00,2.8,111.0,111.5
07/04/2004,08.00.00,3.1,102.0,113.0
07/04/2004,09.00.00,2.3,116.0,104.0
07/04/2004,10.00.00,1.6,96.0,80.0
07/04/2004,11.00.00,1.5,97.0,78.5
07/04/2004,12.00.00,1.6,110.0,87.0
07/04/2004,13.00.00,1.8,103.0,87.5
07/04/2004,14.00.00,1.4,79.0,67.5
07/04/2004,15.00.00,1.9,104.0,90.0
07/04/2004,16.00.00,1.2,69.0,58.5
07/04/2004,17.00.00,2.3,96.0,94.0
07/04/2004,18.00.00,3.3,121.0,126.5
07/04/2004,19.00.00,3.1,129.0,126.5
07/04/2004,20.00.00,3.3,116.0,124.0
07/04/2004,21.00.00,1.2,71.0,59.5
07/04/2004,22.00.00,1.3,85.0,68.5
07/04/2004,23.00.00,1.9,101.0,88.5
08/04/2004,00.00.00,1.4,97.0,76.5
08/04/2004,01.00.00,1.5,89.0,74.5
08/04/2004,02.00.00,1.1,72.0,58.0
08/04/2004,05.00.00,0.8,62.0,47.0
08/04/2004,06.00.00,1.1,64.0,54.0
08/04/2004,07.00.00,2.6,80.0,92.0
08/04/2004,08.00.00,5.1,118.0,161.0
08/04/2004,09.00.00,4.2,130.0,149.0
08/04/2004,10.00.00,2.6,113.0,108.5
08/04/2004,11.00.00,2.4,112.0,104.0
08/04/2004,12.00.00,2.1,96.0,90.0
08/04/2004,13.00.00,2.6,125.0,114.5
08/04/2004,14.00.00,2.8,128.0,120.0
08/04/2004,15.00.00,2.5,101.0,100.5
08/04/2004,16.00.00,1.9,95.0,85.5
08/04/2004,17.00.00,3.6,138.0,141.0
08/04/2004,18.00.00,4.6,154.0,169.0
08/04/2004,19.00.00,6.3,171.0,211.5
08/04/2004,20.00.00,4.3,136.0,154.0
08/04/2004,21.00.00,1.6,93.0,78.5
08/04/2004,22.00.00,1.4,99.0,77.5
08/04/2004,23.00.00,2.0,106.0,93.0
09/04/2004,00.00.00,2.4,109.0,102.5
09/04/2004,01.00.00,1.8,97.0,84.5
09/04/2004,02.00.00,1.0,83.0,61.5
09/04/2004,04.00.00,1.0,79.0,59.5
09/04/2004,05.00.00,0.9,84.0,60.0
09/04/2004,06.00.00,1.5,86.0,73.0
09/04/2004,07.00.00,2.6,111.0,107.5
09/04/2004,08.00.00,2.9,117.0,116.5
09/04/2004,09.00.00,2.7,122.0,115.0
09/04/2004,10.00.00,2.4,119.0,107.5
09/04/2004,11.00.00,2.6,121.0,112.5
09/04/2004,12.00.00,4.1,127.0,145.5
09/04/2004,13.00.00,4.3,135.0,153.5
09/04/2004,14.00.00,2.2,119.0,103.5
09/04/2004,15.00.00,3.4,137.0,136.5
09/04/2004,16.00.00,3.6,139.0,141.5
09/04/2004,17.00.00,2.5,117.0,108.5
09/04/2004,18.00.00,2.8,127.0,119.5
09/04/2004,19.00.00,3.4,137.0,136.5
09/04/2004,20.00.00,3.0,127.0,123.5
09/04/2004,21.00.00,2.1,107.0,95.5
09/04/2004,22.00.00,2.4,102.0,99.0
09/04/2004,23.00.00,2.3,95.0,93.5
10/04/2004,00.00.00,1.3,79.0,65.5
10/04/2004,01.00.00,1.7,78.0,73.0
10/04/2004,02.00.00,1.7,75.0,71.5
10/04/2004,04.00.00,0.8,52.0,42.0
10/04/2004,05.00.00,1.0,55.0,47.5
10/04/2004,06.00.00,1.4,65.0,60.5
10/04/2004,07.00.00,1.7,72.0,70.0
10/04/2004,08.00.00,2.0,76.0,78.0
10/04/2004,09.00.00,2.0,84.0,82.0
10/04/2004,10.00.00,1.9,90.0,83.0
10/04/2004,11.00.00,2.1,89.0,86.5
10/04/2004,12.00.00,1.8,87.0,79.5
10/04/2004,13.00.00,1.5,88.0,74.0
10/04/2004,14.00.00,1.3,81.0,66.5
10/04/2004,15.00.00,1.4,89.0,72.5
10/04/2004,16.00.00,1.5,91.0,75.5
10/04/2004,17.00.00,1.7,104.0,86.0
10/04/2004,18.00.00,2.0,111.0,95.5
10/04/2004,19.00.00,2.5,129.0,114.5
10/04/2004,20.00.00,2.4,133.0,114.5
10/04/2004,21.00.00,2.0,115.0,97.5
10/04/2004,22.00.00,2.9,125.0,120.5
10/04/2004,23.00.00,2.5,117.0,108.5
11/04/2004,00.00.00,1.4,84.0,70.0
11/04/2004,01.00.00,1.2,63.0,55.5
11/04/2004,02.00.00,1.0,68.0,54.0
11/04/2004,05.00.00,0.7,49.0,38.5
11/04/2004,06.00.00,0.8,49.0,40.5
11/04/2004,07.00.00,0.9,52.0,44.0
11/04/2004,08.00.00,1.1,58.0,51.0
11/04/2004,09.00.00,1.0,51.0,45.5
11/04/2004,10.00.00,1.6,77.0,70.5
11/04/2004,11.00.00,1.8,90.0,81.0
11/04/2004,12.00.00,2.6,118.0,111.0
11/04/2004,13.00.00,1.1,70.0,57.0
11/04/2004,14.00.00,0.6,35.0,29.5
11/04/2004,15.00.00,0.9,46.0,41.0
11/04/2004,16.00.00,1.0,58.0,49.0
11/04/2004,17.00.00,1.2,61.0,54.5
11/04/2004,18.00.00,1.4,80.0,68.0
11/04/2004,19.00.00,2.0,93.0,86.5
11/04/2004,20.00.00,1.1,78.0,61.0
11/04/2004,21.00.00,1.1,76.0,60.0
11/04/2004,22.00.00,1.1,74.0,59.0
11/04/2004,23.00.00,1.1,81.0,62.5
12/04/2004,00.00.00,0.7,58.0,43.0
12/04/2004,01.00.00,0.6,59.0,41.5
12/04/2004,02.00.00,0.7,54.0,41.0
12/04/2004,04.00.00,0.3,25.0,18.5
12/04/2004,05.00.00,0.3,26.0,19.0
12/04/2004,06.00.00,0.4,49.0,32.5
12/04/2004,07.00.00,0.5,53.0,36.5
12/04/2004,08.00.00,0.6,57.0,40.5
12/04/2004,09.00.00,0.8,73.0,52.5
12/04/2004,10.00.00,1.0,78.0,59.0
12/04/2004,11.00.00,1.3,93.0,72.5
12/04/2004,12.00.00,1.1,71.0,57.5
12/04/2004,13.00.00,0.6,56.0,40.0
12/04/2004,14.00.00,0.7,60.0,44.0
12/04/2004,15.00.00,1.2,77.0,62.5
12/04/2004,16.00.00,1.4,82.0,69.0
12/04/2004,17.00.00,1.2,77.0,62.5
12/04/2004,18.00.00,1.3,91.0,71.5
12/04/2004,19.00.00,1.8,93.0,82.5
12/04/2004,20.00.00,1.2,82.0,65.0
12/04/2004,21.00.00,0.8,74.0,53.0
12/04/2004,22.00.00,0.8,68.0,50.0
12/04/2004,23.00.00,0.8,65.0,48.5
13/04/2004,00.00.00,0.7,58.0,43.0
13/04/2004,01.00.00,0.5,36.0,28.0
13/04/2004,02.00.00,0.3,29.0,20.5
13/04/2004,04.00.00,0.3,28.0,20.0
13/04/2004,05.00.00,0.7,68.0,48.0
13/04/2004,06.00.00,1.6,99.0,81.5
13/04/2004,07.00.00,3.9,130.0,143.0
13/04/2004,08.00.00,4.5,128.0,154.0
13/04/2004,09.00.00,2.7,120.0,114.0
13/04/2004,10.00.00,1.6,93.0,78.5
13/04/2004,11.00.00,1.6,96.0,80.0
13/04/2004,12.00.00,1.6,84.0,74.0
13/04/2004,13.00.00,1.5,87.0,73.5
13/04/2004,14.00.00,1.8,87.0,79.5
13/04/2004,15.00.00,2.1,103.0,93.5
13/04/2004,16.00.00,1.7,88.0,78.0
13/04/2004,17.00.00,3.0,118.0,119.0
13/04/2004,18.00.00,4.6,134.0,159.0
13/04/2004,19.00.00,5.0,144.0,172.0
13/04/2004,20.00.00,3.5,129.0,134.5
13/04/2004,21.00.00,2.1,108.0,96.0
13/04/2004,22.00.00,2.1,104.0,94.0
13/04/2004,23.00.00,1.5,90.0,75.0
14/04/2004,00.00.00,1.1,74.0,59.0
14/04/2004,01.00.00,0.9,73.0,54.5
14/04/2004,02.00.00,0.7,60.0,44.0
14/04/2004,05.00.00,0.9,62.0,49.0
14/04/2004,06.00.00,1.6,71.0,67.5
14/04/2004,07.00.00,3.9,94.0,125.0
14/04/2004,08.00.00,5.0,99.0,149.5
14/04/2004,09.00.00,4.3,119.0,145.5
14/04/2004,10.00.00,2.7,103.0,105.5
14/04/2004,11.00.00,2.1,95.0,89.5
14/04/2004,12.00.00,2.1,95.0,89.5
15/04/2004,09.00.00,3.9,114.0,135.0
15/04/2004,10.00.00,3.8,127.0,139.5
15/04/2004,11.00.00,3.8,135.0,143.5
15/04/2004,12.00.00,3.9,135.0,145.5
15/04/2004,13.00.00,3.5,120.0,130.0
15/04/2004,14.00.00,4.0,129.0,144.5
15/04/2004,15.00.00,3.0,114.0,117.0
15/04/2004,16.00.00,3.1,129.0,126.5
15/04/2004,17.00.00,5.2,149.0,178.5
15/04/2004,18.00.00,5.9,149.0,192.5
15/04/2004,19.00.00,7.3,158.0,225.0
15/04/2004,20.00.00,6.1,148.0,196.0
15/04/2004,21.00.00,4.6,134.0,159.0
15/04/2004,22.00.00,2.5,111.0,105.5
15/04/2004,23.00.00,2.2,106.0,97.0
16/04/2004,00.00.00,2.0,108.0,94.0
16/04/2004,01.00.00,1.9,93.0,84.5
16/04/2004,02.00.00,1.6,83.0,73.5
16/04/2004,04.00.00,1.0,69.0,54.5
16/04/2004,05.00.00,1.2,77.0,62.5
16/04/2004,06.00.00,2.0,87.0,83.5
16/04/2004,07.00.00,4.5,109.0,144.5
16/04/2004,08.00.00,4.1,116.0,140.0
16/04/2004,09.00.00,2.6,105.0,104.5
16/04/2004,10.00.00,2.3,106.0,99.0
16/04/2004,11.00.00,2.6,108.0,106.0
16/04/2004,12.00.00,2.4,100.0,98.0
16/04/2004,13.00.00,4.3,149.0,160.5
16/04/2004,14.00.00,4.6,148.0,166.0
16/04/2004,15.00.00,4.0,126.0,143.0
16/04/2004,16.00.00,4.7,140.0,164.0
16/04/2004,17.00.00,5.7,142.0,185.0
16/04/2004,18.00.00,5.2,141.0,174.5
16/04/2004,19.00.00,6.4,149.0,202.5
16/04/2004,20.00.00,6.0,140.0,190.0
16/04/2004,21.00.00,3.4,117.0,126.5
16/04/2004,22.00.00,2.7,103.0,105.5
16/04/2004,23.00.00,3.1,99.0,111.5
17/04/2004,00.00.00,2.6,100.0,102.0
17/04/2004,01.00.00,2.2,88.0,88.0
17/04/2004,02.00.00,1.9,83.0,79.5
23/04/2004,05.00.00,0.6,59.0,41.5
23/04/2004,06.00.00,0.8,67.0,49.5
23/04/2004,07.00.00,4.0,95.0,127.5
23/04/2004,08.00.00,5.6,123.0,173.5
23/04/2004,09.00.00,5.0,142.0,171.0
23/04/2004,10.00.00,3.2,142.0,135.0
23/04/2004,11.00.00,3.8,169.0,160.5
23/04/2004,12.00.00,3.3,142.0,137.0
23/04/2004,13.00.00,3.0,136.0,128.0
23/04/2004,14.00.00,3.2,147.0,137.5
23/04/2004,15.00.00,4.4,196.0,186.0
23/04/2004,16.00.00,4.6,186.0,185.0
23/04/2004,17.00.00,5.2,177.0,192.5
23/04/2004,18.00.00,4.8,164.0,178.0
23/04/2004,19.00.00,5.6,161.0,192.5
23/04/2004,20.00.00,4.6,146.0,165.0
23/04/2004,21.00.00,1.8,98.0,85.0
23/04/2004,22.00.00,2.2,108.0,98.0
23/04/2004,23.00.00,2.0,107.0,93.5
24/04/2004,00.00.00,2.8,113.0,112.5
24/04/2004,01.00.00,2.6,100.0,102.0
24/04/2004,02.00.00,1.8,87.0,79.5
24/04/2004,05.00.00,0.7,65.0,46.5
24/04/2004,06.00.00,0.9,64.0,50.0
24/04/2004,07.00.00,1.5,73.0,66.5
24/04/2004,08.00.00,2.5,86.0,93.0
24/04/2004,09.00.00,3.0,105.0,112.5
24/04/2004,10.00.00,2.6,107.0,105.5
24/04/2004,11.00.00,2.6,114.0,109.0
24/04/2004,12.00.00,2.6,105.0,104.5
24/04/2004,13.00.00,1.9,74.0,75.0
24/04/2004,14.00.00,2.0,95.0,87.5
24/04/2004,15.00.00,1.7,89.0,78.5
24/04/2004,16.00.00,1.9,95.0,85.5
24/04/2004,17.00.00,1.8,93.0,82.5
24/04/2004,18.00.00,2.8,123.0,117.5
24/04/2004,19.00.00,3.5,134.0,137.0
24/04/2004,20.00.00,3.4,126.0,131.0
24/04/2004,21.00.00,2.0,79.0,79.5
24/04/2004,22.00.00,1.1,54.0,49.0
24/04/2004,23.00.00,1.3,69.0,60.5
25/04/2004,00.00.00,1.2,67.0,57.5
25/04/2004,01.00.00,1.3,73.0,62.5
25/04/2004,02.00.00,1.0,73.0,56.5
25/04/2004,05.00.00,0.3,20.0,16.0
25/04/2004,06.00.00,0.5,37.0,28.5
25/04/2004,07.00.00,0.6,50.0,37.0
25/04/2004,08.00.00,0.6,45.0,34.5
25/04/2004,09.00.00,0.8,48.0,40.0
25/04/2004,10.00.00,1.0,56.0,48.0
25/04/2004,11.00.00,0.9,58.0,47.0
25/04/2004,12.00.00,1.0,52.0,46.0
25/04/2004,13.00.00,0.8,52.0,42.0
25/04/2004,14.00.00,0.7,44.0,36.0
25/04/2004,15.00.00,0.9,59.0,47.5
25/04/2004,16.00.00,1.3,74.0,63.0
25/04/2004,17.00.00,1.4,76.0,66.0
25/04/2004,18.00.00,1.5,83.0,71.5
25/04/2004,19.00.00,2.7,100.0,104.0
25/04/2004,20.00.00,2.5,101.0,100.5
25/04/2004,21.00.00,1.4,90.0,73.0
25/04/2004,22.00.00,2.8,93.0,102.5
25/04/2004,23.00.00,2.1,79.0,81.5
26/04/2004,00.00.00,1.1,57.0,50.5
26/04/2004,01.00.00,0.7,43.0,35.5
26/04/2004,02.00.00,0.4,25.0,20.5
26/04/2004,05.00.00,0.4,44.0,30.0
26/04/2004,06.00.00,0.8,72.0,52.0
26/04/2004,07.00.00,1.9,91.0,83.5
26/04/2004,08.00.00,2.1,89.0,86.5
26/04/2004,09.00.00,1.4,84.0,70.0
26/04/2004,10.00.00,1.4,83.0,69.5
26/04/2004,11.00.00,1.3,78.0,65.0
26/04/2004,12.00.00,1.5,80.0,70.0
26/04/2004,13.00.00,1.6,75.0,69.5
26/04/2004,14.00.00,1.3,77.0,64.5
26/04/2004,15.00.00,1.4,77.0,66.5
26/04/2004,16.00.00,1.5,81.0,70.5
26/04/2004,17.00.00,2.2,101.0,94.5
26/04/2004,18.00.00,3.2,119.0,123.5
26/04/2004,19.00.00,3.0,111.0,115.5
26/04/2004,20.00.00,2.6,109.0,106.5
26/04/2004,21.00.00,1.6,101.0,82.5
26/04/2004,22.00.00,1.5,89.0,74.5
26/04/2004,23.00.00,1.2,75.0,61.5
27/04/2004,00.00.00,0.8,51.0,41.5
27/04/2004,01.00.00,0.7,39.0,33.5
27/04/2004,02.00.00,0.5,32.0,26.0
27/04/2004,05.00.00,0.7,68.0,48.0
27/04/2004,06.00.00,1.4,76.0,66.0
27/04/2004,07.00.00,4.1,122.0,143.0
27/04/2004,08.00.00,4.6,129.0,156.5
27/04/2004,09.00.00,1.9,94.0,85.0
27/04/2004,10.00.00,1.9,99.0,87.5
27/04/2004,11.00.00,1.7,81.0,74.5
27/04/2004,12.00.00,2.4,87.0,91.5
27/04/2004,13.00.00,3.0,107.0,113.5
27/04/2004,14.00.00,2.0,95.0,87.5
27/04/2004,15.00.00,2.7,110.0,109.0
27/04/2004,16.00.00,2.2,99.0,93.5
27/04/2004,17.00.00,2.9,113.0,114.5
27/04/2004,18.00.00,3.4,127.0,131.5
27/04/2004,19.00.00,3.9,131.0,143.5
27/04/2004,20.00.00,3.6,137.0,140.5
27/04/2004,21.00.00,2.5,122.0,111.0
27/04/2004,22.00.00,1.8,100.0,86.0
27/04/2004,23.00.00,2.0,108.0,94.0
28/04/2004,00.00.00,1.3,83.0,67.5
28/04/2004,01.00.00,1.0,74.0,57.0
28/04/2004,02.00.00,0.6,64.0,44.0
28/04/2004,05.00.00,0.5,39.0,29.5
28/04/2004,06.00.00,1.1,69.0,56.5
28/04/2004,07.00.00,5.5,104.0,162.0
28/04/2004,08.00.00,4.2,100.0,134.0
28/04/2004,09.00.00,4.6,146.0,165.0
28/04/2004,10.00.00,3.4,155.0,145.5
28/04/2004,11.00.00,2.8,139.0,125.5
28/04/2004,12.00.00,2.5,121.0,110.5
28/04/2004,13.00.00,2.4,108.0,102.0
28/04/2004,14.00.00,3.2,126.0,127.0
28/04/2004,15.00.00,3.5,145.0,142.5
28/04/2004,16.00.00,2.9,121.0,118.5
28/04/2004,17.00.00,3.6,145.0,144.5
28/04/2004,18.00.00,4.8,160.0,176.0
28/04/2004,19.00.00,5.4,155.0,185.5
28/04/2004,20.00.00,5.3,162.0,187.0
28/04/2004,21.00.00,2.7,129.0,118.5
28/04/2004,22.00.00,1.4,96.0,76.0
28/04/2004,23.00.00,1.6,92.0,78.0
29/04/2004,00.00.00,1.5,89.0,74.5
29/04/2004,01.00.00,1.0,61.0,50.5
29/04/2004,02.00.00,0.6,54.0,39.0
29/04/2004,05.00.00,0.8,57.0,44.5
29/04/2004,06.00.00,1.5,68.0,64.0
29/04/2004,07.00.00,4.9,95.0,145.5
29/04/2004,08.00.00,7.2,125.0,206.5
29/04/2004,09.00.00,3.5,135.0,137.5
29/04/2004,10.00.00,2.1,118.0,101.0
29/04/2004,11.00.00,1.5,91.0,75.5
29/04/2004,12.00.00,2.0,89.0,84.5
29/04/2004,13.00.00,3.8,129.0,140.5
29/04/2004,14.00.00,3.4,122.0,129.0
29/04/2004,15.00.00,4.4,138.0,157.0
29/04/2004,16.00.00,3.9,136.0,146.0
29/04/2004,17.00.00,4.9,143.0,169.5
29/04/2004,18.00.00,5.4,145.0,180.5
29/04/2004,19.00.00,6.5,146.0,203.0
29/04/2004,20.00.00,4.3,122.0,147.0
29/04/2004,21.00.00,2.9,112.0,114.0
29/04/2004,22.00.00,2.7,102.0,105.0
29/04/2004,23.00.00,2.8,97.0,104.5
30/04/2004,00.00.00,2.3,85.0,88.5
30/04/2004,01.00.00,1.7,76.0,72.0
30/04/2004,02.00.00,1.2,74.0,61.0
30/04/2004,05.00.00,0.8,66.0,49.0
30/04/2004,06.00.00,1.7,90.0,79.0
30/04/2004,07.00.00,3.0,111.0,115.5
30/04/2004,08.00.00,3.4,103.0,119.5
30/04/2004,09.00.00,3.3,117.0,124.5
30/04/2004,10.00.00,2.7,116.0,112.0
30/04/2004,11.00.00,2.6,109.0,106.5
30/04/2004,12.00.00,3.2,116.0,122.0
30/04/2004,13.00.00,3.4,115.0,125.5
30/04/2004,14.00.00,2.6,94.0,99.0
30/04/2004,15.00.00,3.4,121.0,128.5
30/04/2004,16.00.00,4.0,114.0,137.0
30/04/2004,17.00.00,4.5,110.0,145.0
30/04/2004,18.00.00,4.2,122.0,145.0
30/04/2004,19.00.00,5.7,135.0,181.5
30/04/2004,20.00.00,4.4,133.0,154.5
30/04/2004,21.00.00,3.1,110.0,117.0
30/04/2004,22.00.00,3.0,102.0,111.0
30/04/2004,23.00.00,3.1,108.0,116.0
01/05/2004,00.00.00,3.5,110.0,125.0
01/05/2004,01.00.00,2.4,84.0,90.0
01/05/2004,02.00.00,1.6,71.0,67.5
01/05/2004,05.00.00,0.6,32.0,28.0
01/05/2004,06.00.00,0.7,35.0,31.5
01/05/2004,07.00.00,1.2,67.0,57.5
01/05/2004,08.00.00,1.5,73.0,66.5
01/05/2004,09.00.00,1.8,86.0,79.0
01/05/2004,10.00.00,2.1,89.0,86.5
01/05/2004,11.00.00,1.9,86.0,81.0
01/05/2004,12.00.00,2.0,86.0,83.0
01/05/2004,13.00.00,1.3,66.0,59.0
01/05/2004,14.00.00,1.3,68.0,60.0
01/05/2004,15.00.00,1.8,82.0,77.0
01/05/2004,16.00.00,2.0,91.0,85.5
01/05/2004,17.00.00,1.8,95.0,83.5
01/05/2004,18.00.00,2.4,104.0,100.0
01/05/2004,19.00.00,4.0,131.0,145.5
01/05/2004,20.00.00,2.8,112.0,112.0
01/05/2004,21.00.00,2.0,100.0,90.0
01/05/2004,22.00.00,3.6,115.0,129.5
01/05/2004,23.00.00,3.7,129.0,138.5
02/05/2004,00.00.00,2.3,99.0,95.5
02/05/2004,01.00.00,1.8,74.0,73.0
02/05/2004,02.00.00,0.9,55.0,45.5
02/05/2004,05.00.00,0.6,37.0,30.5
02/05/2004,06.00.00,0.7,45.0,36.5
02/05/2004,07.00.00,0.8,46.0,39.0
02/05/2004,08.00.00,1.2,68.0,58.0
02/05/2004,09.00.00,1.4,77.0,66.5
02/05/2004,10.00.00,1.6,79.0,71.5
02/05/2004,11.00.00,1.3,72.0,62.0
02/05/2004,12.00.00,1.3,68.0,60.0
02/05/2004,13.00.00,1.1,64.0,54.0
02/05/2004,14.00.00,1.2,73.0,60.5
02/05/2004,15.00.00,1.5,84.0,72.0
02/05/2004,16.00.00,1.1,67.0,55.5
02/05/2004,17.00.00,1.9,106.0,91.0
02/05/2004,18.00.00,2.3,114.0,103.0
02/05/2004,19.00.00,3.3,123.0,127.5
02/05/2004,20.00.00,2.6,108.0,106.0
02/05/2004,21.00.00,2.2,100.0,94.0
02/05/2004,22.00.00,2.3,118.0,105.0
02/05/2004,23.00.00,2.0,121.0,100.5
03/05/2004,00.00.00,1.6,94.0,79.0
03/05/2004,01.00.00,0.8,52.0,42.0
03/05/2004,02.00.00,0.6,39.0,31.5
03/05/2004,05.00.00,0.7,57.0,42.5
03/05/2004,06.00.00,1.3,80.0,66.0
03/05/2004,07.00.00,3.4,101.0,118.5
03/05/2004,08.00.00,4.7,109.0,148.5
03/05/2004,09.00.00,3.4,109.0,122.5
03/05/2004,10.00.00,2.5,111.0,105.5
03/05/2004,11.00.00,2.0,102.0,91.0
03/05/2004,12.00.00,1.9,96.0,86.0
03/05/2004,13.00.00,1.7,90.0,79.0
03/05/2004,14.00.00,1.4,69.0,62.5
03/05/2004,15.00.00,1.5,74.0,67.0
03/05/2004,16.00.00,2.4,102.0,99.0
03/05/2004,17.00.00,3.9,128.0,142.0
03/05/2004,18.00.00,4.2,130.0,149.0
03/05/2004,19.00.00,3.7,120.0,134.0
03/05/2004,20.00.00,3.2,113.0,120.5
03/05/2004,21.00.00,2.0,100.0,90.0
03/05/2004,22.00.00,1.1,70.0,57.0
03/05/2004,23.00.00,1.5,83.0,71.5
04/05/2004,00.00.00,1.3,81.0,66.5
04/05/2004,01.00.00,1.0,69.0,54.5
04/05/2004,02.00.00,0.6,48.0,36.0
04/05/2004,05.00.00,0.6,47.0,35.5
04/05/2004,06.00.00,1.9,88.0,82.0
04/05/2004,07.00.00,4.5,109.0,144.5
04/05/2004,08.00.00,4.3,113.0,142.5
04/05/2004,09.00.00,3.2,104.0,116.0
04/05/2004,10.00.00,1.3,65.0,58.5
04/05/2004,11.00.00,2.2,87.0,87.5
04/05/2004,12.00.00,2.6,99.0,101.5
04/05/2004,13.00.00,2.3,100.0,96.0
04/05/2004,14.00.00,2.4,105.0,100.5
04/05/2004,15.00.00,2.6,97.0,100.5
04/05/2004,16.00.00,1.2,54.0,51.0
04/05/2004,17.00.00,1.6,59.0,61.5
04/05/2004,18.00.00,3.9,109.0,132.5
04/05/2004,19.00.00,4.7,125.0,156.5
04/05/2004,20.00.00,5.4,132.0,174.0
04/05/2004,21.00.00,3.0,110.0,115.0
04/05/2004,22.00.00,0.9,53.0,44.5
04/05/2004,23.00.00,1.1,61.0,52.5
05/05/2004,00.00.00,0.7,41.0,34.5
05/05/2004,01.00.00,0.5,22.0,21.0
05/05/2004,02.00.00,0.5,28.0,24.0
05/05/2004,05.00.00,0.8,54.0,43.0
05/05/2004,06.00.00,1.3,81.0,66.5
05/05/2004,07.00.00,3.5,107.0,123.5
05/05/2004,09.00.00,3.9,124.0,140.0
05/05/2004,10.00.00,2.9,123.0,119.5
05/05/2004,11.00.00,2.6,120.0,112.0
05/05/2004,12.00.00,3.0,113.0,116.5
05/05/2004,13.00.00,3.7,114.0,131.0
05/05/2004,14.00.00,3.9,120.0,138.0
05/05/2004,15.00.00,3.5,125.0,132.5
05/05/2004,16.00.00,2.4,88.0,92.0
05/05/2004,17.00.00,1.6,72.0,68.0
05/05/2004,18.00.00,3.0,103.0,111.5
05/05/2004,19.00.00,1.6,67.0,65.5
05/05/2004,20.00.00,2.1,79.0,81.5
05/05/2004,21.00.00,1.8,89.0,80.5
05/05/2004,22.00.00,1.1,67.0,55.5
05/05/2004,23.00.00,1.5,83.0,71.5
06/05/2004,00.00.00,1.4,76.0,66.0
06/05/2004,01.00.00,0.9,58.0,47.0
06/05/2004,02.00.00,0.5,30.0,25.0
06/05/2004,05.00.00,0.6,50.0,37.0
06/05/2004,06.00.00,1.3,92.0,72.0
06/05/2004,07.00.00,2.9,101.0,108.5
06/05/2004,08.00.00,3.6,121.0,132.5
06/05/2004,09.00.00,3.4,130.0,133.0
06/05/2004,10.00.00,2.5,114.0,107.0
06/05/2004,11.00.00,2.1,100.0,92.0
06/05/2004,12.00.00,1.1,56.0,50.0
06/05/2004,13.00.00,1.8,75.0,73.5
06/05/2004,14.00.00,3.0,121.0,120.5
06/05/2004,15.00.00,3.1,128.0,126.0
06/05/2004,16.00.00,3.6,139.0,141.5
06/05/2004,17.00.00,3.3,122.0,127.0
06/05/2004,18.00.00,1.8,92.0,82.0
06/05/2004,19.00.00,2.1,97.0,90.5
06/05/2004,20.00.00,2.2,98.0,93.0
06/05/2004,21.00.00,1.6,93.0,78.5
06/05/2004,22.00.00,0.9,65.0,50.5
06/05/2004,23.00.00,1.8,81.0,76.5
07/05/2004,00.00.00,2.3,102.0,97.0
07/05/2004,01.00.00,2.0,91.0,85.5
07/05/2004,02.00.00,0.9,56.0,46.0
07/05/2004,05.00.00,0.7,48.0,38.0
07/05/2004,06.00.00,1.5,72.0,66.0
07/05/2004,07.00.00,3.7,106.0,127.0
07/05/2004,08.00.00,4.2,107.0,137.5
07/05/2004,09.00.00,3.4,127.0,131.5
07/05/2004,10.00.00,2.4,114.0,105.0
07/05/2004,11.00.00,1.3,101.0,76.5
07/05/2004,12.00.00,1.5,95.0,77.5
07/05/2004,13.00.00,2.2,110.0,99.0
07/05/2004,14.00.00,1.8,101.0,86.5
07/05/2004,15.00.00,1.9,106.0,91.0
07/05/2004,16.00.00,2.3,116.0,104.0
07/05/2004,17.00.00,3.6,124.0,134.0
07/05/2004,18.00.00,4.3,133.0,152.5
07/05/2004,19.00.00,2.2,96.0,92.0
07/05/2004,20.00.00,1.5,85.0,72.5
07/05/2004,21.00.00,2.0,97.0,88.5
07/05/2004,22.00.00,2.0,97.0,88.5
07/05/2004,23.00.00,2.1,101.0,92.5
08/05/2004,00.00.00,1.5,85.0,72.5
08/05/2004,01.00.00,2.2,80.0,84.0
08/05/2004,02.00.00,0.5,33.0,26.5
10/05/2004,09.00.00,4.4,117.0,146.5
10/05/2004,10.00.00,2.5,107.0,103.5
10/05/2004,11.00.00,2.1,95.0,89.5
10/05/2004,12.00.00,2.4,93.0,94.5
10/05/2004,13.00.00,2.2,104.0,96.0
10/05/2004,14.00.00,2.2,102.0,95.0
10/05/2004,15.00.00,2.3,109.0,100.5
10/05/2004,16.00.00,2.1,97.0,90.5
10/05/2004,17.00.00,2.5,104.0,102.0
10/05/2004,18.00.00,3.6,124.0,134.0
10/05/2004,19.00.00,4.0,135.0,147.5
10/05/2004,20.00.00,3.0,122.0,121.0
10/05/2004,21.00.00,2.1,109.0,96.5
